n,trajectory_step,observed_Z,predicted_Z,vertical_error,branch,exact_state_reference
3973,18,0.73815,0.539301,0.198849,O,100924762696871498455669710595120289859096516394848355468309651226976036919322992040189392856667389391337450963532641810541401236484409543460515772981863924269132318392996770224274296980402817287939
3973,19,0.787077,0.555086,0.231991,O,32062442632524993796145779442922786017368918137907712803491454933701217797343435536054819303099300840835563588853912621925264470282854567368733949269536785883596676862308428770760341036142473438177178608670621615682423180679993535437954672366237855758129666241009366925407612956726633346041234511
3973,20,0.836003,0.570871,0.265132,O,181549437681563713122282693146048759220301036100750424016151362496130335313116639019818200954482636167424886650210390816448966334127913568258036441282846996908440401860882001413869677405566945882989179661045550044439377036427821832557301020292745219187985895813186345759830286409634926120385142056225243499889545489674182454489841894260718451402425985549223815575102670978273120501763159607449872288062302632911327946506818042211768026751782028
3973,21,0.752363,0.586655,0.165708,E,426086185743640030912152429409347945002251370130141417594215934958065480460453673874727696527495935385093056946432709987603148526115420150489483355173334832999192963031730309709678826529258010478338101764992230530529906505
3973,22,0.801289,0.60244,0.198849,O,278128940287845911909516738753272758336819559017539378764268320406770508761030140359075264874262906361212544655006787002477128473073287902271587121748553014214997203263305680451038117712462800780254376019200990688545257408611216555369595734878767395173950956329420802746898980378857502432675401982021470157994745023944748891213862946
3973,23,0.717649,0.618225,0.099424,E,16677198214563677479632521157616190428770212500568442552534594958683316230460214492587888254225995163813495854423801547238576068867652095473405711598855375203506376191
3973,24,0.766575,0.634009,0.132566,O,2153697162181106535730790749191185941972354413253482734495121990578663962707379081993810482828740994355661670752115747808940585867953269931296972819530504165037578437499542152914447047630237791012920019976779228999115088261771511419224933662071486165
3973,25,0.815502,0.649794,0.165708,O,99948654879322325418933287088330037962129564244065477176678304183180708781204774062262432356407612730889123467342925967538944159908727608599914387358091131759361807269823323582242194517224844371985471636661794044032850092127014586942154878855058666193846430042685968175333555300966701343886504727092210979239920364078139033436617875943387296010085469898933584740370713428390
3973,26,0.731862,0.665579,0.066283,E,9997432414341310535556114348473975908451819956144653716883334328172436327005049167911226423137464355043334672436675526306352780959183962788006029912805451543641129961206204143232472281262
3973,27,0.648222,0.681363,-0.033142,E,3161871663167452237059387899764004821677650784931440273837241628568322728477040521367254106199
3973,28,0.697148,0.697148,-0.0,O,177793695769387607989508374922465653857659445396411142512856004844007654022822191261931821563756610593472649838673592124448434693270628929570
3973,29,0.613508,0.712933,-0.099425,E,13333930244657334639236031018137299129266525012568730870829201574669001
3973,30,0.662434,0.728717,-0.066283,O,1539704107070200105464875777538721285103099321986197137106802214146899907017485972268441738737234421074455
3973,31,0.711361,0.744502,-0.033142,O,60416547281769463849765799993890802317997828289412818898567828527028553582519101923607074696577766301287355248871357443466094514836559997024916986896643073689
3973,32,0.760287,0.760287,-0.0,O,469606234002214101847988474530689178067900833614088909875210381955893276349257614820191524496323600242933144646550007938191071934817312803150285997859800782775521898580867588480982335558458111381201878632798930817759056379089983861039727
3973,33,0.809213,0.776072,0.033141,O,10176554909941538789601398528551810314451515179490595512304119263704645644252245841679625112720313242737979210716964284104542156794272852704829965780318205807265532074314901349664720250748974281537510540376306570176115408517075831196609883372714493675819993423101537565118461187496278544642805495962304293420113131233835697905037253919009958564901992665109
3973,34,0.858139,0.791856,0.066283,O,32463935768397243486126310989416506392477749720373108772046182517546122588443056517821618432273714950568557478928236870937311712768959877165907962717392664552951793543377012255835898762656335023965693160730970990577378160355903733780155135613380516154632254547349139541633936285527612039009149975233120193960866066149600739268930903058989065584980169103434843815452368649916424668271173726070793661507193843648059204492800488034540419948065012395225742284712045187693944520796386958054928799945400928432103823898117613245890927903838
3973,35,0.774499,0.807641,-0.033142,E,180177511827634148529080377789103288041720302691098076460713559792066135795868700850814987522621468108057764140410293570926736700095850541978246790517394511449758310354585237815016478154327421144811196537615337919521907093462370039552909590188301504083263130138975113
3973,36,0.823425,0.823426,-0.0,O,2418526652919489665257149673995778700845669923915222202249300481933862143685440871112147081664124151713295244391146272076115643920018888455241354766741441170484442797036289151210232994296650678646923402784717817248592568514689783690228124130776886258492289605139842898501586114814845114260630119242943223623172034479161874421401973344136162288909782991928429120893443689217394709255641376822241492868
3973,37,0.739786,0.83921,-0.099425,E,49178518205813091225096709445024335224563246450029590994669478807767759237093146719859018863180161991889448440585414714691552077802768169252873549071395307553210902009107840843266512284958788819409901
3973,38,0.788712,0.854995,-0.066283,O,344876147380252033720264559423550369532310892415012094908302510069846264604401584026896224243899953388312711044067525206673325405473346468621362001129001050014991629855047349182379705281751349379664001211994045268710952888983036206561325463314266078337009899937821451388553990553901856564207748993658
3973,39,0.705072,0.87078,-0.165708,E,587261566408233490248202260918366756415245807136024729270828388669611193073196923726324666932713632894308472116091789860755196303965011086049311137995
3973,40,0.753998,0.886564,-0.132566,O,450036116914368996231371788563324503277744291760039614633311035893255668717649228253442292863734826554542540240524889555667950728675871136891213922663948221609566605390808986906538619920227881036831461557931911586267152087654
3973,41,0.670358,0.902349,-0.231991,E,21214054702351669863136570431727502978763053361751202019472321569759368922088770363202086174545206766228157894483
3973,42,0.719284,0.918134,-0.198849,O,3089836695078779640893082295030287905236424846358283701169057431292046150619316009522476559331077680219624517807406150930591866703350834218225046275872519626914911234457
3973,43,0.768211,0.933918,-0.165708,O,5431293721762587799280273086327277339138813422727088507778474896196119656592450293546482670564267991904754567583918137585673601178861535510294102611409641234510241391163847307021463366228399741971994046059121828854155090238929466479640362314239726764453
3973,44,0.817137,0.949703,-0.132566,O,12657703979687316159757164804744432698943875307208441821389002374969522613943433623931349755352827309067236959401557682284037110941506645206793084779162176933071050476758105693967389327599784304740832319889458454714061658792999200058199535860119430662379009688652883544041443919491790032750597931459588294841168871817008987666329260740399899819840942500340831087631208636968320455
3973,45,0.866063,0.965488,-0.099425,O,45033157874034678785678993565862605007500059425232080283470206989816804724806982546945993971846225444675472137546236883476389905536310573977319837642282770952775404616379849903810008104659172661902050734409785943876870829314149800551280387027760929135911779164571592797147529689675625067090131192814709720921056520709835540486158498724253797171775338884397307303782602197779094972739418624587445669825265658479985126642361764689991425185183187268809347737702692581779368097626744703187831744993453108139285617410268051442810427614715606022151264154705964951312455572528
3973,46,0.782423,0.948131,-0.165708,E,212210173823110278290401429856429450254773552230659807622431153893578924959807778643822850269685640172249993298962131705964954226730603183924503163234222913509328079099100082719052044989446533974251995051154657239762347568795616955138915907376497794944019583456876165750282576669881684
3973,47,0.698783,0.930774,-0.231991,E,14567435389357670952058667179391561770906366950284479946916070663824475963685582812481948589286424903290417388238098196077981210600379287770376
3973,48,0.615143,0.913417,-0.298274,E,120695631194164070091149285532261019661624466495977693922006663733919630
3973,49,0.531503,0.89606,-0.364557,E,347412767747767252508589331157217694
3973,50,0.447863,0.878704,-0.43084,E,589417312052986150
3973,51,0.364223,0.861347,-0.497123,E,767735183
3973,52,0.41315,0.84399,-0.43084,O,21272433036439
3973,53,0.462076,0.826633,-0.364557,O,98112817572230750903
3973,54,0.511002,0.809276,-0.298274,O,971826241311473333194583845471
3973,55,0.559928,0.791919,-0.231991,O,958038434901503087618771027504756502140361862
3973,56,0.476288,0.774562,-0.298274,E,30952195962508105825724
3973,57,0.392648,0.757206,-0.364557,E,175932361896
3973,58,0.309009,0.739849,-0.43084,E,419442
3973,59,0.22535,0.722492,-0.497142,E,647
