n,parity,word2,T,T2,one_step,two_step,leftover,odd_odd
3301,odd,OE,189656,435,0,1,0,0
3302,even,EO,57,430,1,1,0,0
3303,odd,OO,189829,82707299,0,0,1,1
3304,even,EO,57,430,1,1,0,0
3305,odd,OO,190001,82819733,0,0,1,1
3306,even,EO,57,430,1,1,0,0
3307,odd,OE,190174,436,0,1,0,0
3308,even,EO,57,430,1,1,0,0
3309,odd,OE,190346,436,0,1,0,0
3310,even,EO,57,430,1,1,0,0
3311,odd,OO,190519,83158651,0,0,1,1
3312,even,EO,57,430,1,1,0,0
3313,odd,OO,190691,83271290,0,0,1,1
3314,even,EO,57,430,1,1,0,0
3315,odd,OE,190864,436,0,1,0,0
3316,even,EO,57,430,1,1,0,0
3317,odd,OO,191037,83498030,0,0,1,1
3318,even,EO,57,430,1,1,0,0
3319,odd,OE,191210,437,0,1,0,0
3320,even,EO,57,430,1,1,0,0
3321,odd,OE,191382,437,0,1,0,0
3322,even,EO,57,430,1,1,0,0
3323,odd,OO,191555,83837870,0,0,1,1
3324,even,EO,57,430,1,1,0,0
3325,odd,OE,191728,437,0,1,0,0
3326,even,EO,57,430,1,1,0,0
3327,odd,OO,191901,84065123,0,0,1,1
3328,even,EO,57,430,1,1,0,0
3329,odd,OE,192074,438,0,1,0,0
3330,even,EO,57,430,1,1,0,0
3331,odd,OE,192248,438,0,1,0,0
3332,even,EO,57,430,1,1,0,0
3333,odd,OO,192421,84407045,0,0,1,1
3334,even,EO,57,430,1,1,0,0
3335,odd,OE,192594,438,0,1,0,0
3336,even,EO,57,430,1,1,0,0
3337,odd,OO,192767,84634811,0,0,1,1
3338,even,EO,57,430,1,1,0,0
3339,odd,OO,192941,84749430,0,0,1,1
3340,even,EO,57,430,1,1,0,0
3341,odd,OE,193114,439,0,1,0,0
3342,even,EO,57,430,1,1,0,0
3343,odd,OO,193287,84977503,0,0,1,1
3344,even,EO,57,430,1,1,0,0
3345,odd,OO,193461,85092276,0,0,1,1
3346,even,EO,57,430,1,1,0,0
3347,odd,OE,193634,440,0,1,0,0
3348,even,EO,57,430,1,1,0,0
3349,odd,OE,193808,440,0,1,0,0
3350,even,EO,57,430,1,1,0,0
3351,odd,OE,193982,440,0,1,0,0
3352,even,EO,57,430,1,1,0,0
3353,odd,OO,194155,85550562,0,0,1,1
3354,even,EO,57,430,1,1,0,0
3355,odd,OO,194329,85665592,0,0,1,1
3356,even,EO,57,430,1,1,0,0
3357,odd,OO,194503,85780674,0,0,1,1
3358,even,EO,57,430,1,1,0,0
3359,odd,OO,194677,85895807,0,0,1,1
3360,even,EO,57,430,1,1,0,0
3361,odd,OO,194851,86010992,0,0,1,1
3362,even,EO,57,430,1,1,0,0
3363,odd,OO,195025,86126228,0,0,1,1
3364,even,EE,58,7,1,1,0,0
3365,odd,OO,195199,86241516,0,0,1,1
3366,even,EE,58,7,1,1,0,0
3367,odd,OO,195373,86356855,0,0,1,1
3368,even,EE,58,7,1,1,0,0
3369,odd,OO,195547,86472245,0,0,1,1
3370,even,EE,58,7,1,1,0,0
3371,odd,OO,195721,86587687,0,0,1,1
3372,even,EE,58,7,1,1,0,0
3373,odd,OO,195895,86703180,0,0,1,1
3374,even,EE,58,7,1,1,0,0
3375,odd,OO,196069,86818724,0,0,1,1
3376,even,EE,58,7,1,1,0,0
3377,odd,OE,196244,442,0,1,0,0
3378,even,EE,58,7,1,1,0,0
3379,odd,OE,196418,443,0,1,0,0
3380,even,EE,58,7,1,1,0,0
3381,odd,OE,196592,443,0,1,0,0
3382,even,EE,58,7,1,1,0,0
3383,odd,OO,196767,87282745,0,0,1,1
3384,even,EE,58,7,1,1,0,0
3385,odd,OO,196941,87398546,0,0,1,1
3386,even,EE,58,7,1,1,0,0
3387,odd,OE,197116,443,0,1,0,0
3388,even,EE,58,7,1,1,0,0
3389,odd,OO,197291,87631634,0,0,1,1
3390,even,EE,58,7,1,1,0,0
3391,odd,OO,197465,87747589,0,0,1,1
3392,even,EE,58,7,1,1,0,0
3393,odd,OE,197640,444,0,1,0,0
3394,even,EE,58,7,1,1,0,0
3395,odd,OO,197815,87980987,0,0,1,1
3396,even,EE,58,7,1,1,0,0
3397,odd,OE,197990,444,0,1,0,0
3398,even,EE,58,7,1,1,0,0
3399,odd,OE,198164,445,0,1,0,0
3400,even,EE,58,7,1,1,0,0
3401,odd,OO,198339,88330803,0,0,1,1
3402,even,EE,58,7,1,1,0,0
3403,odd,OE,198514,445,0,1,0,0
3404,even,EE,58,7,1,1,0,0
3405,odd,OO,198689,88564716,0,0,1,1
3406,even,EE,58,7,1,1,0,0
3407,odd,OE,198864,445,0,1,0,0
3408,even,EE,58,7,1,1,0,0
3409,odd,OE,199040,446,0,1,0,0
3410,even,EE,58,7,1,1,0,0
3411,odd,OO,199215,88916642,0,0,1,1
3412,even,EE,58,7,1,1,0,0
3413,odd,OE,199390,446,0,1,0,0
3414,even,EE,58,7,1,1,0,0
3415,odd,OO,199565,89151070,0,0,1,1
3416,even,EE,58,7,1,1,0,0
3417,odd,OO,199741,89269032,0,0,1,1
3418,even,EE,58,7,1,1,0,0
3419,odd,OE,199916,447,0,1,0,0
3420,even,EE,58,7,1,1,0,0
3421,odd,OO,200091,89503770,0,0,1,1
3422,even,EE,58,7,1,1,0,0
3423,odd,OO,200267,89621887,0,0,1,1
3424,even,EE,58,7,1,1,0,0
3425,odd,OE,200442,447,0,1,0,0
3426,even,EE,58,7,1,1,0,0
3427,odd,OE,200618,447,0,1,0,0
3428,even,EE,58,7,1,1,0,0
3429,odd,OE,200794,448,0,1,0,0
3430,even,EE,58,7,1,1,0,0
3431,odd,OO,200969,90093530,0,0,1,1
3432,even,EE,58,7,1,1,0,0
3433,odd,OO,201145,90211906,0,0,1,1
3434,even,EE,58,7,1,1,0,0
3435,odd,OO,201321,90330334,0,0,1,1
3436,even,EE,58,7,1,1,0,0
3437,odd,OO,201497,90448814,0,0,1,1
3438,even,EE,58,7,1,1,0,0
3439,odd,OO,201673,90567345,0,0,1,1
3440,even,EE,58,7,1,1,0,0
3441,odd,OO,201849,90685928,0,0,1,1
3442,even,EE,58,7,1,1,0,0
3443,odd,OO,202025,90804563,0,0,1,1
3444,even,EE,58,7,1,1,0,0
3445,odd,OO,202201,90923249,0,0,1,1
3446,even,EE,58,7,1,1,0,0
3447,odd,OO,202377,91041987,0,0,1,1
3448,even,EE,58,7,1,1,0,0
3449,odd,OO,202553,91160777,0,0,1,1
3450,even,EE,58,7,1,1,0,0
3451,odd,OO,202729,91279618,0,0,1,1
3452,even,EE,58,7,1,1,0,0
3453,odd,OO,202905,91398511,0,0,1,1
3454,even,EE,58,7,1,1,0,0
3455,odd,OE,203082,450,0,1,0,0
3456,even,EE,58,7,1,1,0,0
3457,odd,OE,203258,450,0,1,0,0
3458,even,EE,58,7,1,1,0,0
3459,odd,OO,203435,91756852,0,0,1,1
3460,even,EE,58,7,1,1,0,0
3461,odd,OO,203611,91875952,0,0,1,1
3462,even,EE,58,7,1,1,0,0
3463,odd,OE,203788,451,0,1,0,0
3464,even,EE,58,7,1,1,0,0
3465,odd,OE,203964,451,0,1,0,0
3466,even,EE,58,7,1,1,0,0
3467,odd,OO,204141,92234916,0,0,1,1
3468,even,EE,58,7,1,1,0,0
3469,odd,OO,204317,92354222,0,0,1,1
3470,even,EE,58,7,1,1,0,0
3471,odd,OE,204494,452,0,1,0,0
3472,even,EE,58,7,1,1,0,0
3473,odd,OO,204671,92594345,0,0,1,1
3474,even,EE,58,7,1,1,0,0
3475,odd,OE,204848,452,0,1,0,0
3476,even,EE,58,7,1,1,0,0
3477,odd,OO,205025,92834677,0,0,1,1
3478,even,EE,58,7,1,1,0,0
3479,odd,OE,205202,452,0,1,0,0
3480,even,EE,58,7,1,1,0,0
3481,odd,OO,205379,93075215,0,0,1,1
3482,even,EO,59,453,1,1,0,0
3483,odd,OE,205556,453,0,1,0,0
3484,even,EO,59,453,1,1,0,0
3485,odd,OO,205733,93315962,0,0,1,1
3486,even,EO,59,453,1,1,0,0
3487,odd,OE,205910,453,0,1,0,0
3488,even,EO,59,453,1,1,0,0
3489,odd,OO,206087,93556915,0,0,1,1
3490,even,EO,59,453,1,1,0,0
3491,odd,OE,206264,454,0,1,0,0
3492,even,EO,59,453,1,1,0,0
3493,odd,OO,206441,93798076,0,0,1,1
3494,even,EO,59,453,1,1,0,0
3495,odd,OO,206619,93919415,0,0,1,1
3496,even,EO,59,453,1,1,0,0
3497,odd,OE,206796,454,0,1,0,0
3498,even,EO,59,453,1,1,0,0
3499,odd,OE,206974,454,0,1,0,0
3500,even,EO,59,453,1,1,0,0
3501,odd,OO,207151,94282383,0,0,1,1
3502,even,EO,59,453,1,1,0,0
3503,odd,OO,207329,94403931,0,0,1,1
3504,even,EO,59,453,1,1,0,0
3505,odd,OE,207506,455,0,1,0,0
3506,even,EO,59,453,1,1,0,0
3507,odd,OE,207684,455,0,1,0,0
3508,even,EO,59,453,1,1,0,0
3509,odd,OO,207861,94767520,0,0,1,1
3510,even,EO,59,453,1,1,0,0
3511,odd,OO,208039,94889276,0,0,1,1
3512,even,EO,59,453,1,1,0,0
3513,odd,OO,208217,95011084,0,0,1,1
3514,even,EO,59,453,1,1,0,0
3515,odd,OO,208395,95132945,0,0,1,1
3516,even,EO,59,453,1,1,0,0
3517,odd,OO,208573,95254857,0,0,1,1
3518,even,EO,59,453,1,1,0,0
3519,odd,OO,208751,95376821,0,0,1,1
3520,even,EO,59,453,1,1,0,0
3521,odd,OO,208929,95498838,0,0,1,1
3522,even,EO,59,453,1,1,0,0
3523,odd,OO,209107,95620906,0,0,1,1
3524,even,EO,59,453,1,1,0,0
3525,odd,OO,209285,95743026,0,0,1,1
3526,even,EO,59,453,1,1,0,0
3527,odd,OO,209463,95865199,0,0,1,1
3528,even,EO,59,453,1,1,0,0
3529,odd,OO,209641,95987423,0,0,1,1
3530,even,EO,59,453,1,1,0,0
3531,odd,OO,209819,96109699,0,0,1,1
3532,even,EO,59,453,1,1,0,0
3533,odd,OE,209998,458,0,1,0,0
3534,even,EO,59,453,1,1,0,0
3535,odd,OE,210176,458,0,1,0,0
3536,even,EO,59,453,1,1,0,0
3537,odd,OE,210354,458,0,1,0,0
3538,even,EO,59,453,1,1,0,0
3539,odd,OO,210533,96600698,0,0,1,1
3540,even,EO,59,453,1,1,0,0
3541,odd,OO,210711,96723234,0,0,1,1
3542,even,EO,59,453,1,1,0,0
3543,odd,OE,210890,459,0,1,0,0
3544,even,EO,59,453,1,1,0,0
3545,odd,OE,211068,459,0,1,0,0
3546,even,EO,59,453,1,1,0,0
3547,odd,OO,211247,97092531,0,0,1,1
3548,even,EO,59,453,1,1,0,0
3549,odd,OE,211426,459,0,1,0,0
3550,even,EO,59,453,1,1,0,0
3551,odd,OO,211605,97339450,0,0,1,1
3552,even,EO,59,453,1,1,0,0
3553,odd,OO,211783,97462297,0,0,1,1
3554,even,EO,59,453,1,1,0,0
3555,odd,OE,211962,460,0,1,0,0
3556,even,EO,59,453,1,1,0,0
3557,odd,OO,212141,97709528,0,0,1,1
3558,even,EO,59,453,1,1,0,0
3559,odd,OE,212320,460,0,1,0,0
3560,even,EO,59,453,1,1,0,0
3561,odd,OO,212499,97956968,0,0,1,1
3562,even,EO,59,453,1,1,0,0
3563,odd,OE,212678,461,0,1,0,0
3564,even,EO,59,453,1,1,0,0
3565,odd,OO,212857,98204616,0,0,1,1
3566,even,EO,59,453,1,1,0,0
3567,odd,OE,213036,461,0,1,0,0
3568,even,EO,59,453,1,1,0,0
3569,odd,OE,213216,461,0,1,0,0
3570,even,EO,59,453,1,1,0,0
3571,odd,OO,213395,98577172,0,0,1,1
3572,even,EO,59,453,1,1,0,0
3573,odd,OE,213574,462,0,1,0,0
3574,even,EO,59,453,1,1,0,0
3575,odd,OO,213753,98825342,0,0,1,1
3576,even,EO,59,453,1,1,0,0
3577,odd,OO,213933,98950199,0,0,1,1
3578,even,EO,59,453,1,1,0,0
3579,odd,OE,214112,462,0,1,0,0
3580,even,EO,59,453,1,1,0,0
3581,odd,OE,214292,462,0,1,0,0
3582,even,EO,59,453,1,1,0,0
3583,odd,OO,214471,99323694,0,0,1,1
3584,even,EO,59,453,1,1,0,0
3585,odd,OO,214651,99448760,0,0,1,1
3586,even,EO,59,453,1,1,0,0
3587,odd,OO,214831,99573878,0,0,1,1
3588,even,EO,59,453,1,1,0,0
3589,odd,OE,215010,463,0,1,0,0
3590,even,EO,59,453,1,1,0,0
3591,odd,OE,215190,463,0,1,0,0
3592,even,EO,59,453,1,1,0,0
3593,odd,OE,215370,464,0,1,0,0
3594,even,EO,59,453,1,1,0,0
3595,odd,OE,215550,464,0,1,0,0
3596,even,EO,59,453,1,1,0,0
3597,odd,OE,215730,464,0,1,0,0
3598,even,EO,59,453,1,1,0,0
3599,odd,OE,215910,464,0,1,0,0
3600,even,EE,60,7,1,1,0,0
3601,odd,OE,216090,464,0,1,0,0
3602,even,EE,60,7,1,1,0,0
3603,odd,OE,216270,465,0,1,0,0
3604,even,EE,60,7,1,1,0,0
3605,odd,OE,216450,465,0,1,0,0
3606,even,EE,60,7,1,1,0,0
3607,odd,OE,216630,465,0,1,0,0
3608,even,EE,60,7,1,1,0,0
3609,odd,OE,216810,465,0,1,0,0
3610,even,EE,60,7,1,1,0,0
3611,odd,OE,216990,465,0,1,0,0
3612,even,EE,60,7,1,1,0,0
3613,odd,OO,217171,101205181,0,0,1,1
3614,even,EE,60,7,1,1,0,0
3615,odd,OO,217351,101331031,0,0,1,1
3616,even,EE,60,7,1,1,0,0
3617,odd,OO,217531,101456934,0,0,1,1
3618,even,EE,60,7,1,1,0,0
3619,odd,OE,217712,466,0,1,0,0
3620,even,EE,60,7,1,1,0,0
3621,odd,OE,217892,466,0,1,0,0
3622,even,EE,60,7,1,1,0,0
3623,odd,OO,218073,101836355,0,0,1,1
3624,even,EE,60,7,1,1,0,0
3625,odd,OO,218253,101962466,0,0,1,1
3626,even,EE,60,7,1,1,0,0
3627,odd,OE,218434,467,0,1,0,0
3628,even,EE,60,7,1,1,0,0
3629,odd,OO,218615,102216248,0,0,1,1
3630,even,EE,60,7,1,1,0,0
3631,odd,OO,218795,102342516,0,0,1,1
3632,even,EE,60,7,1,1,0,0
3633,odd,OE,218976,467,0,1,0,0
3634,even,EE,60,7,1,1,0,0
3635,odd,OO,219157,102596612,0,0,1,1
3636,even,EE,60,7,1,1,0,0
3637,odd,OE,219338,468,0,1,0,0
3638,even,EE,60,7,1,1,0,0
3639,odd,OO,219519,102850918,0,0,1,1
3640,even,EE,60,7,1,1,0,0
3641,odd,OE,219700,468,0,1,0,0
3642,even,EE,60,7,1,1,0,0
3643,odd,OO,219881,103105434,0,0,1,1
3644,even,EE,60,7,1,1,0,0
3645,odd,OE,220062,469,0,1,0,0
3646,even,EE,60,7,1,1,0,0
3647,odd,OO,220243,103360159,0,0,1,1
3648,even,EE,60,7,1,1,0,0
3649,odd,OE,220424,469,0,1,0,0
3650,even,EE,60,7,1,1,0,0
3651,odd,OE,220606,469,0,1,0,0
3652,even,EE,60,7,1,1,0,0
3653,odd,OO,220787,103743345,0,0,1,1
3654,even,EE,60,7,1,1,0,0
3655,odd,OE,220968,470,0,1,0,0
3656,even,EE,60,7,1,1,0,0
3657,odd,OE,221150,470,0,1,0,0
3658,even,EE,60,7,1,1,0,0
3659,odd,OO,221331,104127003,0,0,1,1
3660,even,EE,60,7,1,1,0,0
3661,odd,OO,221513,104255464,0,0,1,1
3662,even,EE,60,7,1,1,0,0
3663,odd,OE,221694,470,0,1,0,0
3664,even,EE,60,7,1,1,0,0
3665,odd,OE,221876,471,0,1,0,0
3666,even,EE,60,7,1,1,0,0
3667,odd,OO,222057,104639752,0,0,1,1
3668,even,EE,60,7,1,1,0,0
3669,odd,OO,222239,104768424,0,0,1,1
3670,even,EE,60,7,1,1,0,0
3671,odd,OO,222421,104897148,0,0,1,1
3672,even,EE,60,7,1,1,0,0
3673,odd,OO,222603,105025926,0,0,1,1
3674,even,EE,60,7,1,1,0,0
3675,odd,OO,222785,105154756,0,0,1,1
3676,even,EE,60,7,1,1,0,0
3677,odd,OE,222966,472,0,1,0,0
3678,even,EE,60,7,1,1,0,0
3679,odd,OE,223148,472,0,1,0,0
3680,even,EE,60,7,1,1,0,0
3681,odd,OE,223330,472,0,1,0,0
3682,even,EE,60,7,1,1,0,0
3683,odd,OE,223512,472,0,1,0,0
3684,even,EE,60,7,1,1,0,0
3685,odd,OE,223694,472,0,1,0,0
3686,even,EE,60,7,1,1,0,0
3687,odd,OO,223877,105928840,0,0,1,1
3688,even,EE,60,7,1,1,0,0
3689,odd,OO,224059,106058038,0,0,1,1
3690,even,EE,60,7,1,1,0,0
3691,odd,OO,224241,106187288,0,0,1,1
3692,even,EE,60,7,1,1,0,0
3693,odd,OO,224423,106316591,0,0,1,1
3694,even,EE,60,7,1,1,0,0
3695,odd,OE,224606,473,0,1,0,0
3696,even,EE,60,7,1,1,0,0
3697,odd,OE,224788,474,0,1,0,0
3698,even,EE,60,7,1,1,0,0
3699,odd,OE,224970,474,0,1,0,0
3700,even,EE,60,7,1,1,0,0
3701,odd,OO,225153,106835750,0,0,1,1
3702,even,EE,60,7,1,1,0,0
3703,odd,OO,225335,106965316,0,0,1,1
3704,even,EE,60,7,1,1,0,0
3705,odd,OE,225518,474,0,1,0,0
3706,even,EE,60,7,1,1,0,0
3707,odd,OO,225701,107226029,0,0,1,1
3708,even,EE,60,7,1,1,0,0
3709,odd,OO,225883,107355752,0,0,1,1
3710,even,EE,60,7,1,1,0,0
3711,odd,OE,226066,475,0,1,0,0
3712,even,EE,60,7,1,1,0,0
3713,odd,OO,226249,107616782,0,0,1,1
3714,even,EE,60,7,1,1,0,0
3715,odd,OE,226432,475,0,1,0,0
3716,even,EE,60,7,1,1,0,0
3717,odd,OO,226615,107878023,0,0,1,1
3718,even,EE,60,7,1,1,0,0
3719,odd,OE,226798,476,0,1,0,0
3720,even,EE,60,7,1,1,0,0
3721,odd,OO,226981,108139475,0,0,1,1
3722,even,EO,61,476,1,1,0,0
3723,odd,OE,227164,476,0,1,0,0
3724,even,EO,61,476,1,1,0,0
3725,odd,OO,227347,108401138,0,0,1,1
3726,even,EO,61,476,1,1,0,0
3727,odd,OE,227530,477,0,1,0,0
3728,even,EO,61,476,1,1,0,0
3729,odd,OO,227713,108663011,0,0,1,1
3730,even,EO,61,476,1,1,0,0
3731,odd,OE,227896,477,0,1,0,0
3732,even,EO,61,476,1,1,0,0
3733,odd,OO,228079,108925095,0,0,1,1
3734,even,EO,61,476,1,1,0,0
3735,odd,OO,228263,109056933,0,0,1,1
3736,even,EO,61,476,1,1,0,0
3737,odd,OE,228446,477,0,1,0,0
3738,even,EO,61,476,1,1,0,0
3739,odd,OO,228629,109319333,0,0,1,1
3740,even,EO,61,476,1,1,0,0
3741,odd,OO,228813,109451329,0,0,1,1
3742,even,EO,61,476,1,1,0,0
3743,odd,OE,228996,478,0,1,0,0
3744,even,EO,61,476,1,1,0,0
3745,odd,OE,229180,478,0,1,0,0
3746,even,EO,61,476,1,1,0,0
3747,odd,OE,229364,478,0,1,0,0
3748,even,EO,61,476,1,1,0,0
3749,odd,OO,229547,109978408,0,0,1,1
3750,even,EO,61,476,1,1,0,0
3751,odd,OO,229731,110110669,0,0,1,1
3752,even,EO,61,476,1,1,0,0
3753,odd,OO,229915,110242983,0,0,1,1
3754,even,EO,61,476,1,1,0,0
3755,odd,OO,230099,110375350,0,0,1,1
3756,even,EO,61,476,1,1,0,0
3757,odd,OE,230282,479,0,1,0,0
3758,even,EO,61,476,1,1,0,0
3759,odd,OE,230466,480,0,1,0,0
3760,even,EO,61,476,1,1,0,0
3761,odd,OE,230650,480,0,1,0,0
3762,even,EO,61,476,1,1,0,0
3763,odd,OE,230834,480,0,1,0,0
3764,even,EO,61,476,1,1,0,0
3765,odd,OE,231018,480,0,1,0,0
3766,even,EO,61,476,1,1,0,0
3767,odd,OE,231202,480,0,1,0,0
3768,even,EO,61,476,1,1,0,0
3769,odd,OO,231387,111303400,0,0,1,1
3770,even,EO,61,476,1,1,0,0
3771,odd,OO,231571,111436190,0,0,1,1
3772,even,EO,61,476,1,1,0,0
3773,odd,OO,231755,111569032,0,0,1,1
3774,even,EO,61,476,1,1,0,0
3775,odd,OO,231939,111701928,0,0,1,1
3776,even,EO,61,476,1,1,0,0
3777,odd,OE,232124,481,0,1,0,0
3778,even,EO,61,476,1,1,0,0
3779,odd,OE,232308,481,0,1,0,0
3780,even,EO,61,476,1,1,0,0
3781,odd,OO,232493,112102377,0,0,1,1
3782,even,EO,61,476,1,1,0,0
3783,odd,OO,232677,112235483,0,0,1,1
3784,even,EO,61,476,1,1,0,0
3785,odd,OE,232862,482,0,1,0,0
3786,even,EO,61,476,1,1,0,0
3787,odd,OE,233046,482,0,1,0,0
3788,even,EO,61,476,1,1,0,0
3789,odd,OO,233231,112636568,0,0,1,1
3790,even,EO,61,476,1,1,0,0
3791,odd,OE,233416,483,0,1,0,0
3792,even,EO,61,476,1,1,0,0
3793,odd,OE,233600,483,0,1,0,0
3794,even,EO,61,476,1,1,0,0
3795,odd,OO,233785,113038129,0,0,1,1
3796,even,EO,61,476,1,1,0,0
3797,odd,OE,233970,483,0,1,0,0
3798,even,EO,61,476,1,1,0,0
3799,odd,OO,234155,113306585,0,0,1,1
3800,even,EO,61,476,1,1,0,0
3801,odd,OE,234340,484,0,1,0,0
3802,even,EO,61,476,1,1,0,0
3803,odd,OO,234525,113575254,0,0,1,1
3804,even,EO,61,476,1,1,0,0
3805,odd,OE,234710,484,0,1,0,0
3806,even,EO,61,476,1,1,0,0
3807,odd,OO,234895,113844134,0,0,1,1
3808,even,EO,61,476,1,1,0,0
3809,odd,OE,235080,484,0,1,0,0
3810,even,EO,61,476,1,1,0,0
3811,odd,OO,235265,114113226,0,0,1,1
3812,even,EO,61,476,1,1,0,0
3813,odd,OE,235450,485,0,1,0,0
3814,even,EO,61,476,1,1,0,0
3815,odd,OE,235636,485,0,1,0,0
3816,even,EO,61,476,1,1,0,0
3817,odd,OO,235821,114517989,0,0,1,1
3818,even,EO,61,476,1,1,0,0
3819,odd,OE,236006,485,0,1,0,0
3820,even,EO,61,476,1,1,0,0
3821,odd,OE,236192,485,0,1,0,0
3822,even,EO,61,476,1,1,0,0
3823,odd,OO,236377,114923230,0,0,1,1
3824,even,EO,61,476,1,1,0,0
3825,odd,OO,236563,115058902,0,0,1,1
3826,even,EO,61,476,1,1,0,0
3827,odd,OE,236748,486,0,1,0,0
3828,even,EO,61,476,1,1,0,0
3829,odd,OE,236934,486,0,1,0,0
3830,even,EO,61,476,1,1,0,0
3831,odd,OE,237120,486,0,1,0,0
3832,even,EO,61,476,1,1,0,0
3833,odd,OO,237305,115600665,0,0,1,1
3834,even,EO,61,476,1,1,0,0
3835,odd,OO,237491,115736603,0,0,1,1
3836,even,EO,61,476,1,1,0,0
3837,odd,OO,237677,115872595,0,0,1,1
3838,even,EO,61,476,1,1,0,0
3839,odd,OO,237863,116008640,0,0,1,1
3840,even,EO,61,476,1,1,0,0
3841,odd,OO,238049,116144738,0,0,1,1
3842,even,EO,61,476,1,1,0,0
3843,odd,OO,238235,116280890,0,0,1,1
3844,even,EE,62,7,1,1,0,0
3845,odd,OO,238421,116417094,0,0,1,1
3846,even,EE,62,7,1,1,0,0
3847,odd,OO,238607,116553352,0,0,1,1
3848,even,EE,62,7,1,1,0,0
3849,odd,OO,238793,116689663,0,0,1,1
3850,even,EE,62,7,1,1,0,0
3851,odd,OO,238979,116826027,0,0,1,1
3852,even,EE,62,7,1,1,0,0
3853,odd,OO,239165,116962444,0,0,1,1
3854,even,EE,62,7,1,1,0,0
3855,odd,OO,239351,117098914,0,0,1,1
3856,even,EE,62,7,1,1,0,0
3857,odd,OE,239538,489,0,1,0,0
3858,even,EE,62,7,1,1,0,0
3859,odd,OE,239724,489,0,1,0,0
3860,even,EE,62,7,1,1,0,0
3861,odd,OE,239910,489,0,1,0,0
3862,even,EE,62,7,1,1,0,0
3863,odd,OO,240097,117646795,0,0,1,1
3864,even,EE,62,7,1,1,0,0
3865,odd,OO,240283,117783530,0,0,1,1
3866,even,EE,62,7,1,1,0,0
3867,odd,OE,240470,490,0,1,0,0
3868,even,EE,62,7,1,1,0,0
3869,odd,OE,240656,490,0,1,0,0
3870,even,EE,62,7,1,1,0,0
3871,odd,OO,240843,118195527,0,0,1,1
3872,even,EE,62,7,1,1,0,0
3873,odd,OE,241030,490,0,1,0,0
3874,even,EE,62,7,1,1,0,0
3875,odd,OE,241216,491,0,1,0,0
3876,even,EE,62,7,1,1,0,0
3877,odd,OO,241403,118608003,0,0,1,1
3878,even,EE,62,7,1,1,0,0
3879,odd,OE,241590,491,0,1,0,0
3880,even,EE,62,7,1,1,0,0
3881,odd,OO,241777,118883744,0,0,1,1
3882,even,EE,62,7,1,1,0,0
3883,odd,OE,241964,491,0,1,0,0
3884,even,EE,62,7,1,1,0,0
3885,odd,OO,242151,119159699,0,0,1,1
3886,even,EE,62,7,1,1,0,0
3887,odd,OE,242338,492,0,1,0,0
3888,even,EE,62,7,1,1,0,0
3889,odd,OO,242525,119435867,0,0,1,1
3890,even,EE,62,7,1,1,0,0
3891,odd,OE,242712,492,0,1,0,0
3892,even,EE,62,7,1,1,0,0
3893,odd,OO,242899,119712249,0,0,1,1
3894,even,EE,62,7,1,1,0,0
3895,odd,OE,243086,493,0,1,0,0
3896,even,EE,62,7,1,1,0,0
3897,odd,OO,243273,119988843,0,0,1,1
3898,even,EE,62,7,1,1,0,0
3899,odd,OO,243461,120127960,0,0,1,1
3900,even,EE,62,7,1,1,0,0
3901,odd,OE,243648,493,0,1,0,0
3902,even,EE,62,7,1,1,0,0
3903,odd,OE,243836,493,0,1,0,0
3904,even,EE,62,7,1,1,0,0
3905,odd,OO,244023,120544151,0,0,1,1
3906,even,EE,62,7,1,1,0,0
3907,odd,OE,244210,494,0,1,0,0
3908,even,EE,62,7,1,1,0,0
3909,odd,OE,244398,494,0,1,0,0
3910,even,EE,62,7,1,1,0,0
3911,odd,OE,244586,494,0,1,0,0
3912,even,EE,62,7,1,1,0,0
3913,odd,OO,244773,121100313,0,0,1,1
3914,even,EE,62,7,1,1,0,0
3915,odd,OO,244961,121239858,0,0,1,1
3916,even,EE,62,7,1,1,0,0
3917,odd,OO,245149,121379456,0,0,1,1
3918,even,EE,62,7,1,1,0,0
3919,odd,OE,245336,495,0,1,0,0
3920,even,EE,62,7,1,1,0,0
3921,odd,OE,245524,495,0,1,0,0
3922,even,EE,62,7,1,1,0,0
3923,odd,OE,245712,495,0,1,0,0
3924,even,EE,62,7,1,1,0,0
3925,odd,OE,245900,495,0,1,0,0
3926,even,EE,62,7,1,1,0,0
3927,odd,OE,246088,496,0,1,0,0
3928,even,EE,62,7,1,1,0,0
3929,odd,OE,246276,496,0,1,0,0
3930,even,EE,62,7,1,1,0,0
3931,odd,OE,246464,496,0,1,0,0
3932,even,EE,62,7,1,1,0,0
3933,odd,OE,246652,496,0,1,0,0
3934,even,EE,62,7,1,1,0,0
3935,odd,OE,246840,496,0,1,0,0
3936,even,EE,62,7,1,1,0,0
3937,odd,OO,247029,122778383,0,0,1,1
3938,even,EE,62,7,1,1,0,0
3939,odd,OO,247217,122918569,0,0,1,1
3940,even,EE,62,7,1,1,0,0
3941,odd,OO,247405,123058809,0,0,1,1
3942,even,EE,62,7,1,1,0,0
3943,odd,OE,247594,497,0,1,0,0
3944,even,EE,62,7,1,1,0,0
3945,odd,OE,247782,497,0,1,0,0
3946,even,EE,62,7,1,1,0,0
3947,odd,OE,247970,497,0,1,0,0
3948,even,EE,62,7,1,1,0,0
