n,target,a,b,r,peak,peak_position,beta_num,beta_den,validation_status
3667,222057,1,0,1,222057,1,3,2,OK
3669,222239,1,0,1,222239,1,3,2,OK
3671,222421,1,0,1,222421,1,3,2,OK
3673,222603,1,0,1,222603,1,3,2,OK
3675,222785,1,0,1,222785,1,3,2,OK
3677,21,1,2,3,222966,1,3,8,OK
3679,21,1,2,3,223148,1,3,8,OK
3681,21,1,2,3,223330,1,3,8,OK
3683,21,1,2,3,223512,1,3,8,OK
3685,21,1,2,3,223694,1,3,8,OK
3687,223877,1,0,1,223877,1,3,2,OK
3689,224059,1,0,1,224059,1,3,2,OK
3691,224241,1,0,1,224241,1,3,2,OK
3693,224423,1,0,1,224423,1,3,2,OK
3695,473,1,1,2,224606,1,3,4,OK
3697,21,1,2,3,224788,1,3,8,OK
3699,21,1,2,3,224970,1,3,8,OK
3701,225153,1,0,1,225153,1,3,2,OK
3703,225335,1,0,1,225335,1,3,2,OK
3705,21,1,2,3,225518,1,3,8,OK
3707,225701,1,0,1,225701,1,3,2,OK
3709,225883,1,0,1,225883,1,3,2,OK
3711,475,1,1,2,226066,1,3,4,OK
3713,226249,1,0,1,226249,1,3,2,OK
3715,475,1,1,2,226432,1,3,4,OK
3717,226615,1,0,1,226615,1,3,2,OK
3719,21,1,2,3,226798,1,3,8,OK
3721,226981,1,0,1,226981,1,3,2,OK
3723,21,1,2,3,227164,1,3,8,OK
3725,227347,1,0,1,227347,1,3,2,OK
3727,477,1,1,2,227530,1,3,4,OK
3729,227713,1,0,1,227713,1,3,2,OK
3731,477,1,1,2,227896,1,3,4,OK
3733,228079,1,0,1,228079,1,3,2,OK
3735,228263,1,0,1,228263,1,3,2,OK
3737,477,1,1,2,228446,1,3,4,OK
3739,228629,1,0,1,228629,1,3,2,OK
3741,228813,1,0,1,228813,1,3,2,OK
3743,21,1,2,3,228996,1,3,8,OK
3745,21,1,2,3,229180,1,3,8,OK
3747,21,1,2,3,229364,1,3,8,OK
3749,229547,1,0,1,229547,1,3,2,OK
3751,229731,1,0,1,229731,1,3,2,OK
3753,229915,1,0,1,229915,1,3,2,OK
3755,230099,1,0,1,230099,1,3,2,OK
3757,479,1,1,2,230282,1,3,4,OK
3759,21,1,2,3,230466,1,3,8,OK
3761,21,1,2,3,230650,1,3,8,OK
3763,21,1,2,3,230834,1,3,8,OK
3765,21,1,2,3,231018,1,3,8,OK
3767,21,1,2,3,231202,1,3,8,OK
3769,231387,1,0,1,231387,1,3,2,OK
3771,231571,1,0,1,231571,1,3,2,OK
3773,231755,1,0,1,231755,1,3,2,OK
3775,231939,1,0,1,231939,1,3,2,OK
3777,481,1,1,2,232124,1,3,4,OK
3779,481,1,1,2,232308,1,3,4,OK
3781,232493,1,0,1,232493,1,3,2,OK
3783,232677,1,0,1,232677,1,3,2,OK
3785,21,1,2,3,232862,1,3,8,OK
3787,21,1,2,3,233046,1,3,8,OK
3789,233231,1,0,1,233231,1,3,2,OK
3791,483,1,1,2,233416,1,3,4,OK
3793,483,1,1,2,233600,1,3,4,OK
3795,233785,1,0,1,233785,1,3,2,OK
3797,483,1,1,2,233970,1,3,4,OK
3799,234155,1,0,1,234155,1,3,2,OK
3801,1,1,5,6,234340,1,3,64,OK
3803,234525,1,0,1,234525,1,3,2,OK
3805,1,1,5,6,234710,1,3,64,OK
3807,234895,1,0,1,234895,1,3,2,OK
3809,1,1,5,6,235080,1,3,64,OK
3811,235265,1,0,1,235265,1,3,2,OK
3813,485,1,1,2,235450,1,3,4,OK
3815,485,1,1,2,235636,1,3,4,OK
3817,235821,1,0,1,235821,1,3,2,OK
3819,485,1,1,2,236006,1,3,4,OK
3821,485,1,1,2,236192,1,3,4,OK
3823,236377,1,0,1,236377,1,3,2,OK
3825,236563,1,0,1,236563,1,3,2,OK
3827,1,1,5,6,236748,1,3,64,OK
3829,1,1,5,6,236934,1,3,64,OK
3831,1,1,5,6,237120,1,3,64,OK
3833,237305,1,0,1,237305,1,3,2,OK
3835,237491,1,0,1,237491,1,3,2,OK
3837,237677,1,0,1,237677,1,3,2,OK
3839,237863,1,0,1,237863,1,3,2,OK
3841,238049,1,0,1,238049,1,3,2,OK
3843,238235,1,0,1,238235,1,3,2,OK
3845,238421,1,0,1,238421,1,3,2,OK
3847,238607,1,0,1,238607,1,3,2,OK
3849,238793,1,0,1,238793,1,3,2,OK
3851,238979,1,0,1,238979,1,3,2,OK
3853,239165,1,0,1,239165,1,3,2,OK
3855,239351,1,0,1,239351,1,3,2,OK
3857,489,1,1,2,239538,1,3,4,OK
3859,489,1,1,2,239724,1,3,4,OK
3861,489,1,1,2,239910,1,3,4,OK
3863,240097,1,0,1,240097,1,3,2,OK
3865,240283,1,0,1,240283,1,3,2,OK
3867,1,1,5,6,240470,1,3,64,OK
3869,1,1,5,6,240656,1,3,64,OK
3871,240843,1,0,1,240843,1,3,2,OK
3873,1,1,5,6,241030,1,3,64,OK
3875,491,1,1,2,241216,1,3,4,OK
3877,241403,1,0,1,241403,1,3,2,OK
3879,491,1,1,2,241590,1,3,4,OK
3881,241777,1,0,1,241777,1,3,2,OK
3883,491,1,1,2,241964,1,3,4,OK
3885,242151,1,0,1,242151,1,3,2,OK
3887,1,1,5,6,242338,1,3,64,OK
3889,242525,1,0,1,242525,1,3,2,OK
3891,1,1,5,6,242712,1,3,64,OK
3893,242899,1,0,1,242899,1,3,2,OK
3895,493,1,1,2,243086,1,3,4,OK
3897,243273,1,0,1,243273,1,3,2,OK
3899,243461,1,0,1,243461,1,3,2,OK
3901,493,1,1,2,243648,1,3,4,OK
3903,493,1,1,2,243836,1,3,4,OK
3905,244023,1,0,1,244023,1,3,2,OK
3907,1,1,5,6,244210,1,3,64,OK
3909,1,1,5,6,244398,1,3,64,OK
3911,1,1,5,6,244586,1,3,64,OK
3913,244773,1,0,1,244773,1,3,2,OK
3915,244961,1,0,1,244961,1,3,2,OK
3917,245149,1,0,1,245149,1,3,2,OK
3919,495,1,1,2,245336,1,3,4,OK
3921,495,1,1,2,245524,1,3,4,OK
3923,495,1,1,2,245712,1,3,4,OK
3925,495,1,1,2,245900,1,3,4,OK
3927,1,1,5,6,246088,1,3,64,OK
3929,1,1,5,6,246276,1,3,64,OK
3931,1,1,5,6,246464,1,3,64,OK
3933,1,1,5,6,246652,1,3,64,OK
3935,1,1,5,6,246840,1,3,64,OK
3937,247029,1,0,1,247029,1,3,2,OK
3939,247217,1,0,1,247217,1,3,2,OK
3941,247405,1,0,1,247405,1,3,2,OK
3943,497,1,1,2,247594,1,3,4,OK
3945,497,1,1,2,247782,1,3,4,OK
3947,497,1,1,2,247970,1,3,4,OK
3949,248159,1,0,1,248159,1,3,2,OK
3951,248347,1,0,1,248347,1,3,2,OK
3953,1,1,5,6,248536,1,3,64,OK
3955,248725,1,0,1,248725,1,3,2,OK
3957,248913,1,0,1,248913,1,3,2,OK
3959,499,1,1,2,249102,1,3,4,OK
3961,249291,1,0,1,249291,1,3,2,OK
3963,499,1,1,2,249480,1,3,4,OK
3965,249669,1,0,1,249669,1,3,2,OK
3967,499,1,1,2,249858,1,3,4,OK
3969,250047,1,0,1,250047,1,3,2,OK
3971,1,1,5,6,250236,1,3,64,OK
3973,250425,1,0,1,250425,1,3,2,OK
3975,1,1,5,6,250614,1,3,64,OK
3977,250803,1,0,1,250803,1,3,2,OK
3979,1,1,5,6,250992,1,3,64,OK
3981,251181,1,0,1,251181,1,3,2,OK
3983,251371,1,0,1,251371,1,3,2,OK
3985,501,1,1,2,251560,1,3,4,OK
3987,251749,1,0,1,251749,1,3,2,OK
3989,251939,1,0,1,251939,1,3,2,OK
3991,1,1,5,6,252128,1,3,64,OK
3993,1,1,5,6,252318,1,3,64,OK
3995,1,1,5,6,252508,1,3,64,OK
3997,252697,1,0,1,252697,1,3,2,OK
3999,252887,1,0,1,252887,1,3,2,OK
