root,parent,child,inverse_letter,even_remainder,child_minus_parent,mod3_class,depth,validation_status
1541,1541,2374682,E,1,2373141,2,1,ok
1541,1541,2377762,E,3081,2376221,2,1,ok
1542,1542,2377764,E,0,2376222,0,1,ok
1542,1542,2380848,E,3084,2379306,0,1,ok
1543,1543,2380850,E,1,2379307,1,1,ok
1543,1543,2383934,E,3085,2382391,1,1,ok
1544,1544,2383936,E,0,2382392,2,1,ok
1544,1544,2387024,E,3088,2385480,2,1,ok
1545,1545,2387026,E,1,2385481,0,1,ok
1545,1545,2390114,E,3089,2388569,0,1,ok
1546,1546,2390116,E,0,2388570,1,1,ok
1546,1546,2393208,E,3092,2391662,1,1,ok
1547,1547,2393210,E,1,2391663,2,1,ok
1547,1547,2396302,E,3093,2394755,2,1,ok
1548,1548,2396304,E,0,2394756,0,1,ok
1548,1548,2399400,E,3096,2397852,0,1,ok
1549,1549,2399402,E,1,2397853,1,1,ok
1549,1549,2402498,E,3097,2400949,1,1,ok
1550,1550,2402500,E,0,2400950,2,1,ok
1550,1550,2405600,E,3100,2404050,2,1,ok
1551,1551,2405602,E,1,2404051,0,1,ok
1551,1551,2408702,E,3101,2407151,0,1,ok
1552,1552,2408704,E,0,2407152,1,1,ok
1552,1552,2411808,E,3104,2410256,1,1,ok
1553,1553,2411810,E,1,2410257,2,1,ok
1553,1553,2414914,E,3105,2413361,2,1,ok
1554,1554,2414916,E,0,2413362,0,1,ok
1554,1554,2418024,E,3108,2416470,0,1,ok
1555,1555,2418026,E,1,2416471,1,1,ok
1555,1555,2421134,E,3109,2419579,1,1,ok
1556,1556,2421136,E,0,2419580,2,1,ok
1556,1556,2424248,E,3112,2422692,2,1,ok
1557,1557,2424250,E,1,2422693,0,1,ok
1557,1557,2427362,E,3113,2425805,0,1,ok
1558,1558,2427364,E,0,2425806,1,1,ok
1558,1558,2430480,E,3116,2428922,1,1,ok
1559,1559,2430482,E,1,2428923,2,1,ok
1559,1559,2433598,E,3117,2432039,2,1,ok
1560,1560,2433600,E,0,2432040,0,1,ok
1560,1560,2436720,E,3120,2435160,0,1,ok
1561,1561,2436722,E,1,2435161,1,1,ok
1561,1561,2439842,E,3121,2438281,1,1,ok
1562,1562,2439844,E,0,2438282,2,1,ok
1562,1562,2442968,E,3124,2441406,2,1,ok
1563,1563,2442970,E,1,2441407,0,1,ok
1563,1563,2446094,E,3125,2444531,0,1,ok
1564,1564,2446096,E,0,2444532,1,1,ok
1564,1564,2449224,E,3128,2447660,1,1,ok
1565,1565,2449226,E,1,2447661,2,1,ok
1565,1565,2452354,E,3129,2450789,2,1,ok
1566,1566,2452356,E,0,2450790,0,1,ok
1566,1566,2455488,E,3132,2453922,0,1,ok
1567,1567,2455490,E,1,2453923,1,1,ok
1567,1567,2458622,E,3133,2457055,1,1,ok
1568,1568,2458624,E,0,2457056,2,1,ok
1568,1568,2461760,E,3136,2460192,2,1,ok
1568,1568,135,O,,-1433,2,1,ok
1569,1569,2461762,E,1,2460193,0,1,ok
1569,1569,2464898,E,3137,2463329,0,1,ok
1570,1570,2464900,E,0,2463330,1,1,ok
1570,1570,2468040,E,3140,2466470,1,1,ok
1571,1571,2468042,E,1,2466471,2,1,ok
1571,1571,2471182,E,3141,2469611,2,1,ok
1572,1572,2471184,E,0,2469612,0,1,ok
1572,1572,2474328,E,3144,2472756,0,1,ok
1573,1573,2474330,E,1,2472757,1,1,ok
1573,1573,2477474,E,3145,2475901,1,1,ok
1574,1574,2477476,E,0,2475902,2,1,ok
1574,1574,2480624,E,3148,2479050,2,1,ok
1575,1575,2480626,E,1,2479051,0,1,ok
1575,1575,2483774,E,3149,2482199,0,1,ok
1576,1576,2483776,E,0,2482200,1,1,ok
1576,1576,2486928,E,3152,2485352,1,1,ok
1577,1577,2486930,E,1,2485353,2,1,ok
1577,1577,2490082,E,3153,2488505,2,1,ok
1578,1578,2490084,E,0,2488506,0,1,ok
1578,1578,2493240,E,3156,2491662,0,1,ok
1579,1579,2493242,E,1,2491663,1,1,ok
1579,1579,2496398,E,3157,2494819,1,1,ok
1580,1580,2496400,E,0,2494820,2,1,ok
1580,1580,2499560,E,3160,2497980,2,1,ok
1581,1581,2499562,E,1,2497981,0,1,ok
1581,1581,2502722,E,3161,2501141,0,1,ok
1582,1582,2502724,E,0,2501142,1,1,ok
1582,1582,2505888,E,3164,2504306,1,1,ok
1583,1583,2505890,E,1,2504307,2,1,ok
1583,1583,2509054,E,3165,2507471,2,1,ok
1584,1584,2509056,E,0,2507472,0,1,ok
1584,1584,2512224,E,3168,2510640,0,1,ok
1585,1585,2512226,E,1,2510641,1,1,ok
1585,1585,2515394,E,3169,2513809,1,1,ok
1586,1586,2515396,E,0,2513810,2,1,ok
1586,1586,2518568,E,3172,2516982,2,1,ok
1587,1587,2518570,E,1,2516983,0,1,ok
1587,1587,2521742,E,3173,2520155,0,1,ok
1588,1588,2521744,E,0,2520156,1,1,ok
1588,1588,2524920,E,3176,2523332,1,1,ok
1589,1589,2524922,E,1,2523333,2,1,ok
1589,1589,2528098,E,3177,2526509,2,1,ok
1590,1590,2528100,E,0,2526510,0,1,ok
1590,1590,2531280,E,3180,2529690,0,1,ok
1591,1591,2531282,E,1,2529691,1,1,ok
1591,1591,2534462,E,3181,2532871,1,1,ok
1592,1592,2534464,E,0,2532872,2,1,ok
1592,1592,2537648,E,3184,2536056,2,1,ok
1593,1593,2537650,E,1,2536057,0,1,ok
1593,1593,2540834,E,3185,2539241,0,1,ok
1594,1594,2540836,E,0,2539242,1,1,ok
1594,1594,2544024,E,3188,2542430,1,1,ok
1595,1595,2544026,E,1,2542431,2,1,ok
1595,1595,2547214,E,3189,2545619,2,1,ok
1596,1596,2547216,E,0,2545620,0,1,ok
1596,1596,2550408,E,3192,2548812,0,1,ok
1597,1597,2550410,E,1,2548813,1,1,ok
1597,1597,2553602,E,3193,2552005,1,1,ok
1598,1598,2553604,E,0,2552006,2,1,ok
1598,1598,2556800,E,3196,2555202,2,1,ok
1599,1599,2556802,E,1,2555203,0,1,ok
1599,1599,2559998,E,3197,2558399,0,1,ok
1600,1600,2560000,E,0,2558400,1,1,ok
1600,1600,2563200,E,3200,2561600,1,1,ok
1601,1601,2563202,E,1,2561601,2,1,ok
1601,1601,2566402,E,3201,2564801,2,1,ok
1602,1602,2566404,E,0,2564802,0,1,ok
1602,1602,2569608,E,3204,2568006,0,1,ok
1603,1603,2569610,E,1,2568007,1,1,ok
1603,1603,2572814,E,3205,2571211,1,1,ok
1603,1603,137,O,,-1466,1,1,ok
1604,1604,2572816,E,0,2571212,2,1,ok
1604,1604,2576024,E,3208,2574420,2,1,ok
1605,1605,2576026,E,1,2574421,0,1,ok
1605,1605,2579234,E,3209,2577629,0,1,ok
1606,1606,2579236,E,0,2577630,1,1,ok
1606,1606,2582448,E,3212,2580842,1,1,ok
1607,1607,2582450,E,1,2580843,2,1,ok
1607,1607,2585662,E,3213,2584055,2,1,ok
1608,1608,2585664,E,0,2584056,0,1,ok
1608,1608,2588880,E,3216,2587272,0,1,ok
1609,1609,2588882,E,1,2587273,1,1,ok
1609,1609,2592098,E,3217,2590489,1,1,ok
1610,1610,2592100,E,0,2590490,2,1,ok
1610,1610,2595320,E,3220,2593710,2,1,ok
1611,1611,2595322,E,1,2593711,0,1,ok
1611,1611,2598542,E,3221,2596931,0,1,ok
1612,1612,2598544,E,0,2596932,1,1,ok
1612,1612,2601768,E,3224,2600156,1,1,ok
1613,1613,2601770,E,1,2600157,2,1,ok
1613,1613,2604994,E,3225,2603381,2,1,ok
1614,1614,2604996,E,0,2603382,0,1,ok
1614,1614,2608224,E,3228,2606610,0,1,ok
1615,1615,2608226,E,1,2606611,1,1,ok
1615,1615,2611454,E,3229,2609839,1,1,ok
1616,1616,2611456,E,0,2609840,2,1,ok
1616,1616,2614688,E,3232,2613072,2,1,ok
1617,1617,2614690,E,1,2613073,0,1,ok
1617,1617,2617922,E,3233,2616305,0,1,ok
1618,1618,2617924,E,0,2616306,1,1,ok
1618,1618,2621160,E,3236,2619542,1,1,ok
1619,1619,2621162,E,1,2619543,2,1,ok
1619,1619,2624398,E,3237,2622779,2,1,ok
1620,1620,2624400,E,0,2622780,0,1,ok
1620,1620,2627640,E,3240,2626020,0,1,ok
1621,1621,2627642,E,1,2626021,1,1,ok
1621,1621,2630882,E,3241,2629261,1,1,ok
1622,1622,2630884,E,0,2629262,2,1,ok
1622,1622,2634128,E,3244,2632506,2,1,ok
1623,1623,2634130,E,1,2632507,0,1,ok
1623,1623,2637374,E,3245,2635751,0,1,ok
1624,1624,2637376,E,0,2635752,1,1,ok
1624,1624,2640624,E,3248,2639000,1,1,ok
1625,1625,2640626,E,1,2639001,2,1,ok
1625,1625,2643874,E,3249,2642249,2,1,ok
1626,1626,2643876,E,0,2642250,0,1,ok
1626,1626,2647128,E,3252,2645502,0,1,ok
1627,1627,2647130,E,1,2645503,1,1,ok
1627,1627,2650382,E,3253,2648755,1,1,ok
1628,1628,2650384,E,0,2648756,2,1,ok
1628,1628,2653640,E,3256,2652012,2,1,ok
1629,1629,2653642,E,1,2652013,0,1,ok
1629,1629,2656898,E,3257,2655269,0,1,ok
1630,1630,2656900,E,0,2655270,1,1,ok
1630,1630,2660160,E,3260,2658530,1,1,ok
1631,1631,2660162,E,1,2658531,2,1,ok
1631,1631,2663422,E,3261,2661791,2,1,ok
1632,1632,2663424,E,0,2661792,0,1,ok
1632,1632,2666688,E,3264,2665056,0,1,ok
1633,1633,2666690,E,1,2665057,1,1,ok
1633,1633,2669954,E,3265,2668321,1,1,ok
1634,1634,2669956,E,0,2668322,2,1,ok
1634,1634,2673224,E,3268,2671590,2,1,ok
1635,1635,2673226,E,1,2671591,0,1,ok
1635,1635,2676494,E,3269,2674859,0,1,ok
1636,1636,2676496,E,0,2674860,1,1,ok
1636,1636,2679768,E,3272,2678132,1,1,ok
1637,1637,2679770,E,1,2678133,2,1,ok
1637,1637,2683042,E,3273,2681405,2,1,ok
1638,1638,2683044,E,0,2681406,0,1,ok
1638,1638,2686320,E,3276,2684682,0,1,ok
1638,1638,139,O,,-1499,0,1,ok
1639,1639,2686322,E,1,2684683,1,1,ok
1639,1639,2689598,E,3277,2687959,1,1,ok
1640,1640,2689600,E,0,2687960,2,1,ok
1640,1640,2692880,E,3280,2691240,2,1,ok
1641,1641,2692882,E,1,2691241,0,1,ok
1641,1641,2696162,E,3281,2694521,0,1,ok
1642,1642,2696164,E,0,2694522,1,1,ok
1642,1642,2699448,E,3284,2697806,1,1,ok
1643,1643,2699450,E,1,2697807,2,1,ok
1643,1643,2702734,E,3285,2701091,2,1,ok
1644,1644,2702736,E,0,2701092,0,1,ok
1644,1644,2706024,E,3288,2704380,0,1,ok
1645,1645,2706026,E,1,2704381,1,1,ok
1645,1645,2709314,E,3289,2707669,1,1,ok
1646,1646,2709316,E,0,2707670,2,1,ok
1646,1646,2712608,E,3292,2710962,2,1,ok
1647,1647,2712610,E,1,2710963,0,1,ok
1647,1647,2715902,E,3293,2714255,0,1,ok
1648,1648,2715904,E,0,2714256,1,1,ok
1648,1648,2719200,E,3296,2717552,1,1,ok
1649,1649,2719202,E,1,2717553,2,1,ok
1649,1649,2722498,E,3297,2720849,2,1,ok
1650,1650,2722500,E,0,2720850,0,1,ok
1650,1650,2725800,E,3300,2724150,0,1,ok
1651,1651,2725802,E,1,2724151,1,1,ok
1651,1651,2729102,E,3301,2727451,1,1,ok
1652,1652,2729104,E,0,2727452,2,1,ok
1652,1652,2732408,E,3304,2730756,2,1,ok
1653,1653,2732410,E,1,2730757,0,1,ok
1653,1653,2735714,E,3305,2734061,0,1,ok
1654,1654,2735716,E,0,2734062,1,1,ok
1654,1654,2739024,E,3308,2737370,1,1,ok
1655,1655,2739026,E,1,2737371,2,1,ok
1655,1655,2742334,E,3309,2740679,2,1,ok
1656,1656,2742336,E,0,2740680,0,1,ok
1656,1656,2745648,E,3312,2743992,0,1,ok
1657,1657,2745650,E,1,2743993,1,1,ok
1657,1657,2748962,E,3313,2747305,1,1,ok
1658,1658,2748964,E,0,2747306,2,1,ok
1658,1658,2752280,E,3316,2750622,2,1,ok
1659,1659,2752282,E,1,2750623,0,1,ok
1659,1659,2755598,E,3317,2753939,0,1,ok
1660,1660,2755600,E,0,2753940,1,1,ok
1660,1660,2758920,E,3320,2757260,1,1,ok
1661,1661,2758922,E,1,2757261,2,1,ok
1661,1661,2762242,E,3321,2760581,2,1,ok
1662,1662,2762244,E,0,2760582,0,1,ok
1662,1662,2765568,E,3324,2763906,0,1,ok
1663,1663,2765570,E,1,2763907,1,1,ok
1663,1663,2768894,E,3325,2767231,1,1,ok
1664,1664,2768896,E,0,2767232,2,1,ok
1664,1664,2772224,E,3328,2770560,2,1,ok
1665,1665,2772226,E,1,2770561,0,1,ok
1665,1665,2775554,E,3329,2773889,0,1,ok
1666,1666,2775556,E,0,2773890,1,1,ok
1666,1666,2778888,E,3332,2777222,1,1,ok
1667,1667,2778890,E,1,2777223,2,1,ok
1667,1667,2782222,E,3333,2780555,2,1,ok
1668,1668,2782224,E,0,2780556,0,1,ok
1668,1668,2785560,E,3336,2783892,0,1,ok
1669,1669,2785562,E,1,2783893,1,1,ok
1669,1669,2788898,E,3337,2787229,1,1,ok
1670,1670,2788900,E,0,2787230,2,1,ok
1670,1670,2792240,E,3340,2790570,2,1,ok
1671,1671,2792242,E,1,2790571,0,1,ok
1671,1671,2795582,E,3341,2793911,0,1,ok
1672,1672,2795584,E,0,2793912,1,1,ok
1672,1672,2798928,E,3344,2797256,1,1,ok
1673,1673,2798930,E,1,2797257,2,1,ok
1673,1673,2802274,E,3345,2800601,2,1,ok
1674,1674,2802276,E,0,2800602,0,1,ok
1674,1674,2805624,E,3348,2803950,0,1,ok
1674,1674,141,O,,-1533,0,1,ok
1675,1675,2805626,E,1,2803951,1,1,ok
1675,1675,2808974,E,3349,2807299,1,1,ok
1676,1676,2808976,E,0,2807300,2,1,ok
1676,1676,2812328,E,3352,2810652,2,1,ok
1677,1677,2812330,E,1,2810653,0,1,ok
1677,1677,2815682,E,3353,2814005,0,1,ok
1678,1678,2815684,E,0,2814006,1,1,ok
1678,1678,2819040,E,3356,2817362,1,1,ok
1679,1679,2819042,E,1,2817363,2,1,ok
1679,1679,2822398,E,3357,2820719,2,1,ok
1680,1680,2822400,E,0,2820720,0,1,ok
1680,1680,2825760,E,3360,2824080,0,1,ok
1681,1681,2825762,E,1,2824081,1,1,ok
1681,1681,2829122,E,3361,2827441,1,1,ok
1682,1682,2829124,E,0,2827442,2,1,ok
1682,1682,2832488,E,3364,2830806,2,1,ok
1683,1683,2832490,E,1,2830807,0,1,ok
1683,1683,2835854,E,3365,2834171,0,1,ok
1684,1684,2835856,E,0,2834172,1,1,ok
1684,1684,2839224,E,3368,2837540,1,1,ok
1685,1685,2839226,E,1,2837541,2,1,ok
1685,1685,2842594,E,3369,2840909,2,1,ok
1686,1686,2842596,E,0,2840910,0,1,ok
1686,1686,2845968,E,3372,2844282,0,1,ok
1687,1687,2845970,E,1,2844283,1,1,ok
1687,1687,2849342,E,3373,2847655,1,1,ok
1688,1688,2849344,E,0,2847656,2,1,ok
1688,1688,2852720,E,3376,2851032,2,1,ok
1689,1689,2852722,E,1,2851033,0,1,ok
1689,1689,2856098,E,3377,2854409,0,1,ok
1690,1690,2856100,E,0,2854410,1,1,ok
1690,1690,2859480,E,3380,2857790,1,1,ok
1691,1691,2859482,E,1,2857791,2,1,ok
1691,1691,2862862,E,3381,2861171,2,1,ok
1692,1692,2862864,E,0,2861172,0,1,ok
1692,1692,2866248,E,3384,2864556,0,1,ok
1693,1693,2866250,E,1,2864557,1,1,ok
1693,1693,2869634,E,3385,2867941,1,1,ok
1694,1694,2869636,E,0,2867942,2,1,ok
1694,1694,2873024,E,3388,2871330,2,1,ok
1695,1695,2873026,E,1,2871331,0,1,ok
1695,1695,2876414,E,3389,2874719,0,1,ok
1696,1696,2876416,E,0,2874720,1,1,ok
1696,1696,2879808,E,3392,2878112,1,1,ok
1697,1697,2879810,E,1,2878113,2,1,ok
1697,1697,2883202,E,3393,2881505,2,1,ok
1698,1698,2883204,E,0,2881506,0,1,ok
1698,1698,2886600,E,3396,2884902,0,1,ok
1699,1699,2886602,E,1,2884903,1,1,ok
1699,1699,2889998,E,3397,2888299,1,1,ok
1700,1700,2890000,E,0,2888300,2,1,ok
1700,1700,2893400,E,3400,2891700,2,1,ok
1701,1701,2893402,E,1,2891701,0,1,ok
1701,1701,2896802,E,3401,2895101,0,1,ok
1702,1702,2896804,E,0,2895102,1,1,ok
1702,1702,2900208,E,3404,2898506,1,1,ok
1703,1703,2900210,E,1,2898507,2,1,ok
1703,1703,2903614,E,3405,2901911,2,1,ok
1704,1704,2903616,E,0,2901912,0,1,ok
1704,1704,2907024,E,3408,2905320,0,1,ok
1705,1705,2907026,E,1,2905321,1,1,ok
1705,1705,2910434,E,3409,2908729,1,1,ok
1706,1706,2910436,E,0,2908730,2,1,ok
1706,1706,2913848,E,3412,2912142,2,1,ok
1707,1707,2913850,E,1,2912143,0,1,ok
1707,1707,2917262,E,3413,2915555,0,1,ok
1708,1708,2917264,E,0,2915556,1,1,ok
1708,1708,2920680,E,3416,2918972,1,1,ok
1709,1709,2920682,E,1,2918973,2,1,ok
1709,1709,2924098,E,3417,2922389,2,1,ok
1710,1710,2924100,E,0,2922390,0,1,ok
1710,1710,2927520,E,3420,2925810,0,1,ok
1710,1710,143,O,,-1567,0,1,ok
1711,1711,2927522,E,1,2925811,1,1,ok
1711,1711,2930942,E,3421,2929231,1,1,ok
1712,1712,2930944,E,0,2929232,2,1,ok
1712,1712,2934368,E,3424,2932656,2,1,ok
1713,1713,2934370,E,1,2932657,0,1,ok
1713,1713,2937794,E,3425,2936081,0,1,ok
1714,1714,2937796,E,0,2936082,1,1,ok
1714,1714,2941224,E,3428,2939510,1,1,ok
1715,1715,2941226,E,1,2939511,2,1,ok
1715,1715,2944654,E,3429,2942939,2,1,ok
1716,1716,2944656,E,0,2942940,0,1,ok
1716,1716,2948088,E,3432,2946372,0,1,ok
1717,1717,2948090,E,1,2946373,1,1,ok
1717,1717,2951522,E,3433,2949805,1,1,ok
1718,1718,2951524,E,0,2949806,2,1,ok
1718,1718,2954960,E,3436,2953242,2,1,ok
1719,1719,2954962,E,1,2953243,0,1,ok
1719,1719,2958398,E,3437,2956679,0,1,ok
1720,1720,2958400,E,0,2956680,1,1,ok
1720,1720,2961840,E,3440,2960120,1,1,ok
1721,1721,2961842,E,1,2960121,2,1,ok
1721,1721,2965282,E,3441,2963561,2,1,ok
1722,1722,2965284,E,0,2963562,0,1,ok
1722,1722,2968728,E,3444,2967006,0,1,ok
1723,1723,2968730,E,1,2967007,1,1,ok
1723,1723,2972174,E,3445,2970451,1,1,ok
1724,1724,2972176,E,0,2970452,2,1,ok
1724,1724,2975624,E,3448,2973900,2,1,ok
1725,1725,2975626,E,1,2973901,0,1,ok
1725,1725,2979074,E,3449,2977349,0,1,ok
1726,1726,2979076,E,0,2977350,1,1,ok
1726,1726,2982528,E,3452,2980802,1,1,ok
1727,1727,2982530,E,1,2980803,2,1,ok
1727,1727,2985982,E,3453,2984255,2,1,ok
1728,1728,2985984,E,0,2984256,0,1,ok
1728,1728,2989440,E,3456,2987712,0,1,ok
1729,1729,2989442,E,1,2987713,1,1,ok
1729,1729,2992898,E,3457,2991169,1,1,ok
1730,1730,2992900,E,0,2991170,2,1,ok
1730,1730,2996360,E,3460,2994630,2,1,ok
1731,1731,2996362,E,1,2994631,0,1,ok
1731,1731,2999822,E,3461,2998091,0,1,ok
1732,1732,2999824,E,0,2998092,1,1,ok
1732,1732,3003288,E,3464,3001556,1,1,ok
1733,1733,3003290,E,1,3001557,2,1,ok
1733,1733,3006754,E,3465,3005021,2,1,ok
1734,1734,3006756,E,0,3005022,0,1,ok
1734,1734,3010224,E,3468,3008490,0,1,ok
1735,1735,3010226,E,1,3008491,1,1,ok
1735,1735,3013694,E,3469,3011959,1,1,ok
1736,1736,3013696,E,0,3011960,2,1,ok
1736,1736,3017168,E,3472,3015432,2,1,ok
1737,1737,3017170,E,1,3015433,0,1,ok
1737,1737,3020642,E,3473,3018905,0,1,ok
1738,1738,3020644,E,0,3018906,1,1,ok
1738,1738,3024120,E,3476,3022382,1,1,ok
1739,1739,3024122,E,1,3022383,2,1,ok
1739,1739,3027598,E,3477,3025859,2,1,ok
1740,1740,3027600,E,0,3025860,0,1,ok
1740,1740,3031080,E,3480,3029340,0,1,ok
1741,1741,3031082,E,1,3029341,1,1,ok
1741,1741,3034562,E,3481,3032821,1,1,ok
1742,1742,3034564,E,0,3032822,2,1,ok
1742,1742,3038048,E,3484,3036306,2,1,ok
1743,1743,3038050,E,1,3036307,0,1,ok
1743,1743,3041534,E,3485,3039791,0,1,ok
1744,1744,3041536,E,0,3039792,1,1,ok
1744,1744,3045024,E,3488,3043280,1,1,ok
1745,1745,3045026,E,1,3043281,2,1,ok
1745,1745,3048514,E,3489,3046769,2,1,ok
1746,1746,3048516,E,0,3046770,0,1,ok
1746,1746,3052008,E,3492,3050262,0,1,ok
1746,1746,145,O,,-1601,0,1,ok
1747,1747,3052010,E,1,3050263,1,1,ok
1747,1747,3055502,E,3493,3053755,1,1,ok
1748,1748,3055504,E,0,3053756,2,1,ok
1748,1748,3059000,E,3496,3057252,2,1,ok
1749,1749,3059002,E,1,3057253,0,1,ok
1749,1749,3062498,E,3497,3060749,0,1,ok
1750,1750,3062500,E,0,3060750,1,1,ok
1750,1750,3066000,E,3500,3064250,1,1,ok
1751,1751,3066002,E,1,3064251,2,1,ok
1751,1751,3069502,E,3501,3067751,2,1,ok
1752,1752,3069504,E,0,3067752,0,1,ok
1752,1752,3073008,E,3504,3071256,0,1,ok
1753,1753,3073010,E,1,3071257,1,1,ok
1753,1753,3076514,E,3505,3074761,1,1,ok
1754,1754,3076516,E,0,3074762,2,1,ok
1754,1754,3080024,E,3508,3078270,2,1,ok
1755,1755,3080026,E,1,3078271,0,1,ok
1755,1755,3083534,E,3509,3081779,0,1,ok
1756,1756,3083536,E,0,3081780,1,1,ok
1756,1756,3087048,E,3512,3085292,1,1,ok
1757,1757,3087050,E,1,3085293,2,1,ok
1757,1757,3090562,E,3513,3088805,2,1,ok
1758,1758,3090564,E,0,3088806,0,1,ok
1758,1758,3094080,E,3516,3092322,0,1,ok
1759,1759,3094082,E,1,3092323,1,1,ok
1759,1759,3097598,E,3517,3095839,1,1,ok
1760,1760,3097600,E,0,3095840,2,1,ok
1760,1760,3101120,E,3520,3099360,2,1,ok
1761,1761,3101122,E,1,3099361,0,1,ok
1761,1761,3104642,E,3521,3102881,0,1,ok
1762,1762,3104644,E,0,3102882,1,1,ok
1762,1762,3108168,E,3524,3106406,1,1,ok
1763,1763,3108170,E,1,3106407,2,1,ok
1763,1763,3111694,E,3525,3109931,2,1,ok
1764,1764,3111696,E,0,3109932,0,1,ok
1764,1764,3115224,E,3528,3113460,0,1,ok
1765,1765,3115226,E,1,3113461,1,1,ok
1765,1765,3118754,E,3529,3116989,1,1,ok
1766,1766,3118756,E,0,3116990,2,1,ok
1766,1766,3122288,E,3532,3120522,2,1,ok
1767,1767,3122290,E,1,3120523,0,1,ok
1767,1767,3125822,E,3533,3124055,0,1,ok
1768,1768,3125824,E,0,3124056,1,1,ok
1768,1768,3129360,E,3536,3127592,1,1,ok
1769,1769,3129362,E,1,3127593,2,1,ok
1769,1769,3132898,E,3537,3131129,2,1,ok
1770,1770,3132900,E,0,3131130,0,1,ok
1770,1770,3136440,E,3540,3134670,0,1,ok
1771,1771,3136442,E,1,3134671,1,1,ok
1771,1771,3139982,E,3541,3138211,1,1,ok
1772,1772,3139984,E,0,3138212,2,1,ok
1772,1772,3143528,E,3544,3141756,2,1,ok
1773,1773,3143530,E,1,3141757,0,1,ok
1773,1773,3147074,E,3545,3145301,0,1,ok
1774,1774,3147076,E,0,3145302,1,1,ok
1774,1774,3150624,E,3548,3148850,1,1,ok
1775,1775,3150626,E,1,3148851,2,1,ok
1775,1775,3154174,E,3549,3152399,2,1,ok
1776,1776,3154176,E,0,3152400,0,1,ok
1776,1776,3157728,E,3552,3155952,0,1,ok
1777,1777,3157730,E,1,3155953,1,1,ok
1777,1777,3161282,E,3553,3159505,1,1,ok
1778,1778,3161284,E,0,3159506,2,1,ok
1778,1778,3164840,E,3556,3163062,2,1,ok
1779,1779,3164842,E,1,3163063,0,1,ok
1779,1779,3168398,E,3557,3166619,0,1,ok
1780,1780,3168400,E,0,3166620,1,1,ok
1780,1780,3171960,E,3560,3170180,1,1,ok
1781,1781,3171962,E,1,3170181,2,1,ok
1781,1781,3175522,E,3561,3173741,2,1,ok
1782,1782,3175524,E,0,3173742,0,1,ok
1782,1782,3179088,E,3564,3177306,0,1,ok
1782,1782,147,O,,-1635,0,1,ok
1783,1783,3179090,E,1,3177307,1,1,ok
1783,1783,3182654,E,3565,3180871,1,1,ok
1784,1784,3182656,E,0,3180872,2,1,ok
1784,1784,3186224,E,3568,3184440,2,1,ok
1785,1785,3186226,E,1,3184441,0,1,ok
1785,1785,3189794,E,3569,3188009,0,1,ok
1786,1786,3189796,E,0,3188010,1,1,ok
1786,1786,3193368,E,3572,3191582,1,1,ok
1787,1787,3193370,E,1,3191583,2,1,ok
1787,1787,3196942,E,3573,3195155,2,1,ok
1788,1788,3196944,E,0,3195156,0,1,ok
1788,1788,3200520,E,3576,3198732,0,1,ok
1789,1789,3200522,E,1,3198733,1,1,ok
1789,1789,3204098,E,3577,3202309,1,1,ok
1790,1790,3204100,E,0,3202310,2,1,ok
1790,1790,3207680,E,3580,3205890,2,1,ok
1791,1791,3207682,E,1,3205891,0,1,ok
1791,1791,3211262,E,3581,3209471,0,1,ok
1792,1792,3211264,E,0,3209472,1,1,ok
1792,1792,3214848,E,3584,3213056,1,1,ok
1793,1793,3214850,E,1,3213057,2,1,ok
1793,1793,3218434,E,3585,3216641,2,1,ok
1794,1794,3218436,E,0,3216642,0,1,ok
1794,1794,3222024,E,3588,3220230,0,1,ok
1795,1795,3222026,E,1,3220231,1,1,ok
1795,1795,3225614,E,3589,3223819,1,1,ok
1796,1796,3225616,E,0,3223820,2,1,ok
1796,1796,3229208,E,3592,3227412,2,1,ok
1797,1797,3229210,E,1,3227413,0,1,ok
1797,1797,3232802,E,3593,3231005,0,1,ok
1798,1798,3232804,E,0,3231006,1,1,ok
1798,1798,3236400,E,3596,3234602,1,1,ok
1799,1799,3236402,E,1,3234603,2,1,ok
1799,1799,3239998,E,3597,3238199,2,1,ok
1800,1800,3240000,E,0,3238200,0,1,ok
1800,1800,3243600,E,3600,3241800,0,1,ok
1801,1801,3243602,E,1,3241801,1,1,ok
1801,1801,3247202,E,3601,3245401,1,1,ok
1802,1802,3247204,E,0,3245402,2,1,ok
1802,1802,3250808,E,3604,3249006,2,1,ok
1803,1803,3250810,E,1,3249007,0,1,ok
1803,1803,3254414,E,3605,3252611,0,1,ok
1804,1804,3254416,E,0,3252612,1,1,ok
1804,1804,3258024,E,3608,3256220,1,1,ok
1805,1805,3258026,E,1,3256221,2,1,ok
1805,1805,3261634,E,3609,3259829,2,1,ok
1806,1806,3261636,E,0,3259830,0,1,ok
1806,1806,3265248,E,3612,3263442,0,1,ok
1807,1807,3265250,E,1,3263443,1,1,ok
1807,1807,3268862,E,3613,3267055,1,1,ok
1808,1808,3268864,E,0,3267056,2,1,ok
1808,1808,3272480,E,3616,3270672,2,1,ok
1809,1809,3272482,E,1,3270673,0,1,ok
1809,1809,3276098,E,3617,3274289,0,1,ok
1810,1810,3276100,E,0,3274290,1,1,ok
1810,1810,3279720,E,3620,3277910,1,1,ok
1811,1811,3279722,E,1,3277911,2,1,ok
